title,artist,album,language_id,scaled_vectorized_features_str
A wczoraj z wieczora,Enej,Kolędy Pod Wspólnym Niebem,9.0,"4.098462947233354,4.2490249622697345,-1.3437027951755718,0.3412027282188629,0.8796309911028262,0.0,3.9037069570346223,3.907117491590638,1.246457792246624"
ABKD,Assembly Generals,ABKD,20.0,"4.53433122892325,2.814979037503699,-2.7064867784283435,2.22391063928366,0.6960859417782207,7.151181813866252E-5,2.456643171237305,5.300324530301819,2.769906204992498"
AIKAKONE,Sexmane,AIKAKONE,8.0,"4.742507124655738,3.6647840299576457,-2.1448361554603284,0.6539718957528206,1.1220489807768335,5.772025321192046E-6,2.284173359557974,5.022206229082253,1.107962481996999"
AIの逃避行,"KIRINJI, Charisma.com",AIの逃避行,16.0,"3.45441876981097,4.302137774298106,-1.2258971992206853,0.37877564769534483,0.067184414281082,2.385429933625385E-4,1.686838889839314,4.5337293582129785,2.215924963993998"
AK Parti Benim,AK Parti,Memleket İşi Gönül İşi,14.0,"4.963694013871507,4.229711212441235,-1.1304912588346856,0.3280014321865855,0.567950718664817,0.0,2.393544459647306,3.3136008309692206,1.9389343434947484"
ALGUÉM,Miguel Luz,CROCODILDO,21.0,"5.549188720619128,2.264537167391483,-2.357494613885933,1.9801944048416151,0.6129712024614182,0.0,3.2853395834526293,3.7153815141479822,2.9084015152421228"
ALÉ ALÉ,"Jamoo, Firat",ALÉ ALÉ,12.0,"5.620749184777171,3.7999802787571375,-1.1902236736850507,1.431832877347014,1.246721089752037,0.0,3.1212829333186307,3.557438218069811,1.6619437229954985"
AQUECIMENTO DO PEDRO SAMPAIO,"PEDRO SAMPAIO, Mc Jefinho",AQUECIMENTO DO PEDRO SAMPAIO,21.0,"5.386551302078122,3.389563094901538,-2.211205505294067,2.7519624805747576,0.09177252466230272,1.2667807784563073E-4,3.5587673336759593,5.233750506850013,2.9084015152421228"
ASA & RUANG,L.Y.O.N,ASA & RUANG,20.0,"5.373540308594841,3.906205902813881,-1.6705718431067358,0.35541950856131554,0.5991187459086178,5.92526493148918E-4,3.78171611462729,4.255611056993412,2.769906204992498"
ATENÇÃO,"PEDRO SAMPAIO, Luísa Sonza",ATENÇÃO,21.0,"4.8010565953305,4.350422148869353,-1.3738455415583948,0.7209938602243828,0.872704762826426,3.044360257903061E-5,3.142315837181964,4.70143730938099,2.9084015152421228"
AYAYAY!,Christian Nodal,AYAYAY!,25.0,"4.3456718234156835,3.0708862227313083,-1.0552726623564481,0.30566077736273134,1.6588316721978493,0.0,3.096043448682631,5.157237459467478,3.462382756240622"
Aatbak,Mohamed Mohye,Aatbak,25.0,"4.79455109858886,4.379392773612102,-0.7062804978140379,0.4356427690651553,2.081331597058262,0.0,3.407330425859961,3.7344923391095275,3.462382756240622"
Aayshalak,Elissa,Aayshalak,25.0,"4.586375202856372,4.55321652206859,-2.286147562814664,0.4996182806061921,0.10527866980128313,0.0019052791546943656,3.062390802501298,4.447451655740601,3.462382756240622"
Abaixa Que É Tiro - Ao Vivo,Parangolé,O Som Que Vem da Rua (Ao Vivo),21.0,"4.755518118139018,2.8874055993605694,-3.37875298445259,0.5940583214524846,2.3860856412198705,3.396811361586469E-5,3.6302792068112915,4.294809172425487,2.9084015152421228"
Abang Nak Tegur,Aliff Syukri,Abang Nak Tegur,20.0,"5.581716204327329,3.9689755897565018,-1.5024361568612639,0.6732660976461491,0.27393232833162817,0.0,3.882674053171289,4.393676305210122,2.769906204992498"
Abangani,"Sjava, Emtee, Saudi",Abangani,25.0,"4.2936278494825615,4.171769962955739,-1.5829089935346723,1.1474972704979616,0.637213001428819,0.0,2.9908789293659654,4.78032177299963,3.462382756240622"
Abrázame,Cami,Abrázame,12.0,"4.469276261506848,3.7903234038428884,-1.2505091664506969,1.9294201893328558,0.2555778233991676,0.0,3.1675553218179635,5.581267606743804,1.6619437229954985"
Acabou - Ao Vivo,Gusttavo Lima,O Embaixador - The Legacy (Ao Vivo),21.0,"4.2676058625160005,4.036573714156248,-0.7408478675191102,0.6824054564377258,1.2017006059554356,0.0,2.8857144100493004,5.508486052556314,2.9084015152421228"
Acabou Acabou (Quando Eu Digo Que Acabou) - Ao Vivo,"Gabriel Diniz, Wesley Safadão",Acabou Acabou (Quando Eu Digo Que Acabou) [Ao Vivo],21.0,"4.274111359257641,4.509760584954468,-0.704897803025835,0.7514583895296385,1.579180047019247,0.0,3.1339026756366306,3.555450413283665,2.9084015152421228"
