title,artist,album,language_id,scaled_vectorized_features_str
209 - Kreaturen der Nacht - Teil 17,Die drei ???,209/Kreaturen der Nacht,4.0,"3.3633418154280066,1.8927474831928817,-3.9829906068972547,6.29600272308616,1.135901437329634,8.632498046738545E-4,2.0528114170613097,3.1587264264907136,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 18,Die drei ???,209/Kreaturen der Nacht,4.0,"4.065935463525153,2.2017674804488623,-4.984891250429071,9.372920182916978,0.7168646266074212,0.0,1.3713453318893176,4.205288209512555,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 19,Die drei ???,209/Kreaturen der Nacht,4.0,"3.6495836720601775,1.7720365467647643,-5.7940442404854045,8.164493853808505,0.2909015876088087,0.0016652037652288558,1.6237401782493148,3.2832606526543593,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 20,Die drei ???,209/Kreaturen der Nacht,4.0,"3.916309038467427,1.6802962350793949,-5.129244586317453,9.088584576067927,0.6164343165996183,5.363386360399688E-6,2.5113287212819713,3.9472920725316962,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 21,Die drei ???,209/Kreaturen der Nacht,4.0,"4.0073859928503905,1.651325610336647,-4.580038216443264,8.78393928301537,0.7341801972984218,0.0,2.006539028561977,3.4174897863714886,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 22,Die drei ???,209/Kreaturen der Nacht,4.0,"4.287122352740921,1.743065922022016,-4.981849321895025,9.687720319071286,0.4605941803806137,0.0,2.6501458867799697,5.253349564566051,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 24,Die drei ???,209/Kreaturen der Nacht,4.0,"4.501803745215049,2.0231152945352484,-3.8143018427365014,9.606481574257272,1.4268030249384422,0.0,2.536568205917971,2.4253310817073306,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 25,Die drei ???,209/Kreaturen der Nacht,4.0,"4.1114739407166345,1.5257862364514045,-4.394480575866436,9.75880422078355,1.4648972804586435,0.0,2.8310288600046345,2.9101113331497372,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 26,Die drei ???,209/Kreaturen der Nacht,4.0,"4.6449246735311345,1.6320118605081482,-4.12402547529395,9.616636417359022,1.4233399108002422,0.0,2.9361933793212995,3.9369345633828297,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 27,Die drei ???,209/Kreaturen der Nacht,4.0,"4.4367487777986465,1.9168896704785052,-4.3062646483790905,9.413539555323986,0.8519260779972253,0.0,2.5197418828273044,4.962258221584268,0.5539812409984995"
210 - und die schweigende Grotte - Teil 01,Die drei ???,210/und die schweigende Grotte,4.0,"3.870770561275945,2.8004937251323248,-4.375952465704517,9.65725578976603,1.5826431611574472,0.0,1.749937601429313,2.9767899779060767,0.5539812409984995"
210 - und die schweigende Grotte - Teil 02,Die drei ???,210/und die schweigende Grotte,4.0,"3.9813640058838295,3.0370871605314353,-4.548236236314597,8.855023184727633,1.246721089752037,0.0,1.0937110008933209,4.174808536124981,0.5539812409984995"
210 - und die schweigende Grotte - Teil 03,Die drei ???,210/und die schweigende Grotte,4.0,"3.4999572470024516,3.0805430976455574,-6.087452074542059,9.423694398425738,0.505614664177215,3.258895712319049E-5,0.1909787670790645,3.179894803774761,0.5539812409984995"
210 - und die schweigende Grotte - Teil 04,Die drei ???,210/und die schweigende Grotte,4.0,"4.196045398357958,1.8975759206500065,-5.301528356927534,7.372416091871859,0.13610038563126406,0.0,1.0937110008933209,3.414874253758139,0.5539812409984995"
210 - und die schweigende Grotte - Teil 05,Die drei ???,210/und die schweigende Grotte,4.0,"3.7016276459932986,2.8053221625894493,-4.216666026103543,9.647100946664278,0.5748769469412172,0.0,0.9212411892139895,2.5308939779821427,0.5539812409984995"
210 - und die schweigende Grotte - Teil 06,Die drei ???,210/und die schweigende Grotte,4.0,"4.117979437458275,1.8010071715075124,-5.922081777872992,8.51991336236982,0.4571310662424136,0.0019257111027339835,1.3923782357526509,4.246857741180734,0.5539812409984995"
210 - und die schweigende Grotte - Teil 07,Die drei ???,210/und die schweigende Grotte,4.0,"4.020396986333671,3.099856847474056,-5.006184750167396,9.423694398425738,0.5748769469412172,5.925264931489179E-6,0.4017284637896621,3.2434696831632586,0.5539812409984995"
210 - und die schweigende Grotte - Teil 08,Die drei ???,210/und die schweigende Grotte,4.0,"4.781540105105579,1.43887436222316,-4.46361531527658,6.2452285075774014,0.5575613762502166,0.0,2.1117035478786423,4.179411873524478,0.5539812409984995"
210 - und die schweigende Grotte - Teil 09,Die drei ???,210/und die schweigende Grotte,4.0,"4.170023411391397,2.351449041619728,-3.747655953945122,9.301836281204716,1.7904300094494532,0.0,2.3725115557839724,2.736126103709685,0.5539812409984995"
210 - und die schweigende Grotte - Teil 10,Die drei ???,210/und die schweigende Grotte,4.0,"4.078946457008433,1.9458602952212536,-4.088905027673596,8.915952243338143,0.4882990934862145,0.0,2.0401916747433098,3.6399844273471422,0.5539812409984995"
210 - und die schweigende Grotte - Teil 11,Die drei ???,210/und die schweigende Grotte,4.0,"4.443254274540287,1.2264231141096733,-5.072001022085853,9.65725578976603,1.1047334100858328,0.0,2.2252812287406414,4.72570945203288,0.5539812409984995"
210 - und die schweigende Grotte - Teil 12,Die drei ???,210/und die schweigende Grotte,4.0,"3.9098035417257866,1.424389049851786,-4.935667315969048,9.75880422078355,0.606044974185018,0.0,2.2084549056499747,2.311642597447044,0.5539812409984995"
210 - und die schweigende Grotte - Teil 13,Die drei ???,210/und die schweigende Grotte,4.0,"4.209056391841238,1.7334090471077666,-4.282205759064361,7.829384031450694,0.67530725694902,0.0,2.309412844193974,3.74090911245428,0.5539812409984995"
210 - und die schweigende Grotte - Teil 14,Die drei ???,210/und die schweigende Grotte,4.0,"4.144001424424836,2.674954351247083,-4.515881178270649,9.027655517457415,0.43288926727501287,0.0,1.312453201071985,4.455193632276118,0.5539812409984995"
210 - und die schweigende Grotte - Teil 15,Die drei ???,210/und die schweigende Grotte,4.0,"3.890287051500866,1.9313749828498794,-4.965533523394231,8.89564255713464,0.8276842790298246,0.0,1.2030821009826527,3.737561230709192,0.5539812409984995"
210 - und die schweigende Grotte - Teil 16,Die drei ???,210/und die schweigende Grotte,4.0,"4.0334079798169515,2.7377240381897034,-3.617959182811691,7.585667797008648,1.5341595632226457,0.0,1.9434403169719778,3.87618445921675,0.5539812409984995"
